Project_ID,Line_of_Business,Region,Country_Code,Forecast_Cost,Estimated_Sell_Price,Change_Order_Cost,Change_Order_Sell_Price,Final_Cost,Final_Sell_Price,Estimated_Duration_Days,Delays_Days,Final_Duration_Days,Tier,Risks_registered,Risks prevented
PRJ-2002,Energy,South America,AR,4284261,6032211.01,180698.56,199786.79,4464959.56,6231997.8,1683,94,1777,Tier 3,5,2
PRJ-2003,Service,Asia,CN,3974304,6397504.04,973558.23,1255310.16,4947862.23,7652814.2,299,52,351,Tier 3,9,0
PRJ-2004,Energy,Oceania,NZ,4652575,8358367.51,533228.38,588855.84,5185803.38,8947223.35,76,4,80,Tier 2,4,3
PRJ-2005,Service,Asia,CN,4465493,4081737.05,1196006.33,1213003.71,5661499.33,5294740.76,1454,286,1740,Tier 2,0,0
PRJ-2006,Service,Africa,EG,3083815,1895636.24,784232.57,992477.08,3868047.57,2888113.33,645,119,764,Tier 3,6,3
PRJ-2007,Install,North America,US,2931798,3043202.44,610372,716540.4,3542170,3759742.84,1067,3,1070,Tier 3,9,5
PRJ-2008,Install,Oceania,NZ,1731883,1871268.14,135778.35,197614.84,1867661.35,2068882.98,171,32,203,Tier 3,5,0
PRJ-2009,Service,North America,US,2504102,1993598.97,591925.58,710876.95,3096027.58,2704475.92,1535,89,1624,Tier 3,3,2
PRJ-2010,Install,Europe,DE,539260,348557.78,8448.15,9936.59,547708.15,358494.36,49,7,56,Tier 4,6,4
PRJ-2011,Install,South America,AR,2481031,4000434.86,592082.2,844403.96,3073113.2,4844838.82,1799,346,2145,Tier 3,5,5
PRJ-2012,Energy,Oceania,NZ,1420581,1860485.51,386536.21,445981.61,1807117.21,2306467.12,1543,11,1554,Tier 3,0,0
PRJ-2013,Service,Oceania,NZ,819573,606043.08,33781.03,42175.86,853354.03,648218.94,339,64,403,Tier 4,9,4
PRJ-2014,Install,Asia,CN,3117440,5489515.89,243126.59,267602.68,3360566.59,5757118.57,451,7,458,Tier 3,5,0
PRJ-2015,Service,Oceania,NZ,2965875,4154795.44,832364.3,1112472.1,3798239.3,5267267.53,165,24,189,Tier 3,6,1
PRJ-2016,Service,Africa,ZA,1667543,1194971.43,328895.19,349266.78,1996438.19,1544238.2,497,37,534,Tier 3,1,1
PRJ-2017,Service,Europe,FR,2042984,3262830.74,605349.05,845879.46,2648333.05,4108710.21,1601,135,1736,Tier 3,1,1
PRJ-2018,Service,North America,US,3151648,4640524.54,606843.47,771320.4,3758491.47,5411844.94,1662,320,1982,Tier 3,8,7
PRJ-2019,Energy,Africa,ZA,3998001,3236251.88,550962.14,672728.88,4548963.14,3908980.76,1368,243,1611,Tier 3,9,1
PRJ-2020,Service,Europe,DE,2958974,4784200.61,858380.37,1084421.7,3817354.37,5868622.31,1063,64,1127,Tier 3,7,3
PRJ-2021,Service,Africa,ZA,177670,248686.19,35700.39,39077.61,213370.39,287763.8,87,3,90,Tier 5,10,3
PRJ-2022,Energy,Europe,DE,3024290,5152583.99,330804.7,369115.26,3355094.7,5521699.25,1521,19,1540,Tier 3,6,0
PRJ-2023,Energy,Europe,DE,4311157,5036893.13,173837.87,201678.34,4484994.87,5238571.46,1745,180,1925,Tier 3,6,4
PRJ-2024,Service,South America,AR,861952,1323810.25,195012.66,257646.74,1056964.66,1581456.99,1670,331,2001,Tier 3,2,2
PRJ-2025,Install,South America,BR,3839668,3969597.56,557370.4,742517.22,4397038.4,4712114.78,1152,168,1320,Tier 3,4,2
PRJ-2026,Install,Oceania,AU,2186058,1506061.12,265893.67,338463.31,2451951.67,1844524.43,1812,234,2046,Tier 3,1,1
PRJ-2027,Service,Asia,CN,4614086,4384183.21,1211016.84,1771411.55,5825102.84,6155594.76,1215,147,1362,Tier 2,0,0
PRJ-2028,Service,Europe,DE,1658196,1890376.85,36451.84,51827.68,1694647.84,1942204.54,1558,35,1593,Tier 3,7,1
PRJ-2029,Energy,Africa,EG,3009092,2117780.01,775075.52,986585.55,3784167.52,3104365.56,1209,12,1221,Tier 3,10,9
PRJ-2030,Service,Oceania,AU,3745638,6181550.07,813948.81,1093677.27,4559586.81,7275227.34,1371,16,1387,Tier 3,3,2
PRJ-2031,Service,North America,MX,2251637,3238211.16,71626.71,84613.01,2323263.71,3322824.17,224,19,243,Tier 3,6,1
PRJ-2032,Service,South America,BR,2349378,3175014.77,593959.26,764966.63,2943337.26,3939981.4,1620,23,1643,Tier 3,7,4
PRJ-2033,Service,South America,BR,2984013,3826258.84,887867.95,926480.61,3871880.95,4752739.45,1804,156,1960,Tier 3,5,5
PRJ-2034,Install,South America,BR,4136053,5489650.32,1084563.81,1579980.1,5220616.81,7069630.42,1438,22,1460,Tier 2,8,7
PRJ-2035,Service,Africa,ZA,1112524,1909753.49,214854.48,319113.01,1327378.48,2228866.5,1627,116,1743,Tier 3,9,5
PRJ-2036,Service,Africa,ZA,4247318,2732025.98,520308.48,528730.05,4767626.48,3260756.03,1003,153,1156,Tier 3,9,5
PRJ-2037,Install,Asia,CN,3042190,4510848.51,236212.73,351392.05,3278402.73,4862240.56,1236,49,1285,Tier 3,2,0
PRJ-2038,Install,North America,US,849189,517367.92,213689.57,310197.59,1062878.57,827565.51,1386,47,1433,Tier 3,7,2
PRJ-2039,Energy,Asia,JP,4650857,2951021.47,774835.37,1090445.38,5425692.37,4041466.85,321,22,343,Tier 2,10,8
PRJ-2040,Install,Asia,JP,1972718,2395809.92,289891.81,342910.82,2262609.81,2738720.74,62,6,68,Tier 3,5,1
PRJ-2041,Service,Asia,CN,4313192,6641254.1,965076.79,1313162.93,5278268.79,7954417.03,1132,26,1158,Tier 2,10,5
PRJ-2042,Service,Europe,FR,3255278,4656511.35,703406.03,1004960.51,3958684.03,5661471.86,1374,188,1562,Tier 3,8,5
PRJ-2043,Install,South America,AR,2110768,2605437.23,526069.95,545290.98,2636837.95,3150728.2,212,8,220,Tier 3,1,0
PRJ-2044,Service,Europe,FR,3464262,5724372.26,312125.27,331401.72,3776387.27,6055773.99,914,164,1078,Tier 3,1,1
PRJ-2045,Install,North America,US,4526151,5898747.16,1090049.57,1315082.2,5616200.57,7213829.35,867,163,1030,Tier 2,2,2
PRJ-2046,Service,Africa,ZA,2229020,2070754.09,266153.19,348497.51,2495173.19,2419251.6,1106,210,1316,Tier 3,7,3
PRJ-2047,Install,Oceania,AU,2905151,1821234.3,666535.36,683105.27,3571686.36,2504339.56,242,46,288,Tier 3,0,0
PRJ-2048,Install,South America,BR,3369916,3996494.45,475405.39,515246.71,3845321.39,4511741.16,883,140,1023,Tier 3,10,6
PRJ-2049,Energy,Oceania,NZ,3998468,4242942.35,941186.82,1314186.38,4939654.82,5557128.74,665,35,700,Tier 3,9,4
PRJ-2050,Service,Oceania,NZ,4139555,2751493.57,1113669.82,1622063.8,5253224.82,4373557.37,639,54,693,Tier 2,4,4
PRJ-2051,Service,North America,US,1110345,1350931.87,219361.95,239535.37,1329706.95,1590467.24,1176,189,1365,Tier 3,2,2
PRJ-2052,Service,South America,BR,4828875,6929894.78,204369.58,299844.95,5033244.58,7229739.73,1548,16,1564,Tier 2,7,4
PRJ-2053,Install,Asia,CN,2589455,4653195.79,721110.95,1055998.5,3310565.95,5709194.29,1666,13,1679,Tier 3,6,5
PRJ-2054,Install,Europe,FR,934891,690183.9,134762.53,141579.45,1069653.53,831763.35,274,23,297,Tier 3,1,0
PRJ-2055,Install,Africa,ZA,3472096,4786299.15,257688.79,347266.87,3729784.79,5133566.03,1020,161,1181,Tier 3,4,4
PRJ-2056,Energy,Asia,JP,4884984,5531883.62,538853.92,737375.92,5423837.92,6269259.54,398,4,402,Tier 2,3,3
PRJ-2057,Energy,North America,MX,3931544,5022982.11,587810.83,845371.1,4519354.83,5868353.21,174,26,200,Tier 3,5,1
PRJ-2058,Service,Africa,ZA,1780606,2414536.51,465934.85,575909.04,2246540.85,2990445.55,1350,192,1542,Tier 3,3,0
PRJ-2059,Service,Asia,CN,3626906,3814256.49,905121.84,923948.14,4532027.84,4738204.63,441,65,506,Tier 3,1,0
PRJ-2060,Install,Asia,JP,3480655,3090046.64,602980.14,678977.16,4083635.14,3769023.8,783,73,856,Tier 3,2,2
PRJ-2061,Energy,Oceania,AU,4697167,6596471.76,906314.13,1266736.41,5603481.13,7863208.16,276,0,276,Tier 2,5,5
PRJ-2062,Install,Europe,FR,2749142,4467430.64,437268.92,564331.25,3186410.92,5031761.89,1664,122,1786,Tier 3,2,2
PRJ-2063,Energy,Asia,CN,2371456,3015922.99,438884.59,616667.77,2810340.59,3632590.76,1540,87,1627,Tier 3,0,0
PRJ-2064,Energy,North America,US,4360189,5139286.26,853092.74,1057911.24,5213281.74,6197197.5,1373,273,1646,Tier 2,0,0
PRJ-2065,Install,South America,AR,1661025,2438508.38,381572.23,446860.59,2042597.23,2885368.97,249,36,285,Tier 3,3,2
PRJ-2066,Install,Africa,ZA,2740347,3569191.95,220261.73,296920.49,2960608.73,3866112.44,1340,81,1421,Tier 3,8,0
PRJ-2067,Service,Africa,ZA,4734984,4716517.07,488921.05,502238.4,5223905.05,5218755.47,1042,133,1175,Tier 2,2,1
PRJ-2068,Service,North America,US,1754689,2077677.86,212697.64,264288.74,1967386.64,2341966.6,985,158,1143,Tier 3,2,2
PRJ-2069,Energy,Africa,EG,778511,1241730.54,73745.85,94780.35,852256.85,1336510.9,1597,221,1818,Tier 4,5,0
PRJ-2070,Service,South America,BR,1436697,2124207.36,375254.27,468170.22,1811951.27,2592377.57,572,50,622,Tier 3,6,5
PRJ-2071,Service,North America,MX,3173206,2903645.14,753707.16,977565.05,3926913.16,3881210.19,1472,159,1631,Tier 3,0,0
PRJ-2072,Energy,North America,US,865045,938526.27,79774.98,94994.27,944819.98,1033520.54,940,143,1083,Tier 4,7,1
PRJ-2073,Energy,Asia,CN,4343367,7408463.06,1179835.76,1411806.35,5523202.76,8820269.41,1801,301,2102,Tier 2,4,0
PRJ-2074,Install,Africa,EG,2218773,3022171.61,231858.59,239847.43,2450631.59,3262019.03,17,0,17,Tier 3,2,0
PRJ-2075,Energy,Asia,JP,4661115,3090793.42,1257019.89,1697652.57,5918134.89,4788445.99,387,58,445,Tier 2,0,0
PRJ-2076,Service,South America,BR,3049501,3622850,643643.35,871466.96,3693144.35,4494316.97,1439,180,1619,Tier 3,0,0
PRJ-2077,Service,South America,AR,4493129,4805252.66,536492.95,743548.15,5029621.95,5548800.81,348,62,410,Tier 2,0,0
PRJ-2078,Energy,Africa,ZA,1631684,2110871.55,56964.69,78484.65,1688648.69,2189356.2,243,12,255,Tier 3,5,5
PRJ-2079,Energy,South America,AR,3436945,5359433.5,952850.76,1134156.97,4389795.76,6493590.47,1688,58,1746,Tier 3,7,0
PRJ-2080,Energy,Asia,JP,3634111,3391253,426897.07,448465.86,4061008.07,3839718.86,1798,323,2121,Tier 3,9,3
PRJ-2081,Energy,Oceania,NZ,4300692,4080622.54,438271.78,494024.79,4738963.78,4574647.33,1396,85,1481,Tier 3,7,0
PRJ-2082,Energy,Asia,CN,104335,162620.34,12201.78,12721.42,116536.78,175341.76,76,13,89,Tier 5,6,6
PRJ-2083,Energy,Asia,CN,4549393,6658563.91,967319.49,1336184.17,5516712.49,7994748.08,1617,228,1845,Tier 2,7,6
PRJ-2084,Install,North America,US,761545,520389.14,201245.35,250808.35,962790.35,771197.49,754,139,893,Tier 4,3,3
PRJ-2085,Service,South America,BR,2639650,2880068.45,346908.13,354927.98,2986558.13,3234996.42,29,2,31,Tier 3,1,0
PRJ-2086,Service,Oceania,NZ,4415964,2886129.02,342485.01,351584.72,4758449.01,3237713.74,248,44,292,Tier 3,7,1
PRJ-2087,Energy,South America,BR,4435721,7268630.55,896221.2,1123302.9,5331942.2,8391933.46,1504,0,1504,Tier 2,7,2
PRJ-2088,Install,North America,MX,304768,205040.45,20915.09,30746.5,325683.09,235786.96,1722,310,2032,Tier 4,5,2
PRJ-2089,Install,North America,MX,342365,342159.02,34980.85,49199.64,377345.85,391358.66,799,107,906,Tier 4,3,0
PRJ-2090,Energy,North America,MX,2916204,1822397.13,335351.54,374539.13,3251555.54,2196936.27,245,25,270,Tier 3,4,4
PRJ-2091,Service,Europe,FR,3997545,3528200.38,967695.9,1000304.1,4965240.9,4528504.48,195,5,200,Tier 3,4,4
PRJ-2092,Energy,Europe,FR,2977885,2650004.57,734349.76,862643.87,3712234.76,3512648.44,412,48,460,Tier 3,9,2
PRJ-2093,Install,North America,US,784416,1226152.07,190014.4,250338.38,974430.4,1476490.44,1153,222,1375,Tier 4,4,4
PRJ-2094,Energy,Europe,DE,1868110,2403038.24,285806.32,343720.63,2153916.32,2746758.86,1088,115,1203,Tier 3,9,8
PRJ-2095,Install,Europe,DE,2759848,4788693.04,133176.1,136152.95,2893024.1,4924845.99,853,145,998,Tier 3,1,1
PRJ-2096,Install,Oceania,AU,2157323,2961259.22,146975.22,190281.14,2304298.22,3151540.36,523,76,599,Tier 3,10,4
PRJ-2097,Energy,Africa,ZA,4879499,3110602.69,600784.24,857214.96,5480283.24,3967817.65,1039,201,1240,Tier 2,10,5
PRJ-2098,Install,Europe,FR,4183494,4279886.09,558777.05,824720.29,4742271.05,5104606.38,168,20,188,Tier 3,3,0
PRJ-2099,Service,Asia,CN,1552490,2788973.23,346080.34,356948.79,1898570.34,3145922.01,1702,57,1759,Tier 3,10,2
PRJ-2100,Energy,Asia,JP,604207,517318.78,124096.21,180334,728303.21,697652.78,1276,112,1388,Tier 4,4,2
PRJ-2101,Energy,Africa,EG,3529737,5619035.15,918164.11,1079768.4,4447901.11,6698803.55,62,6,68,Tier 3,8,5
PRJ-2102,Energy,Asia,JP,1220573,1134932.99,262368.89,298947.04,1482941.89,1433880.03,396,27,423,Tier 3,5,1
PRJ-2103,Install,Africa,ZA,2375471,4251824.06,564759.66,587319.39,2940230.66,4839143.45,1431,36,1467,Tier 3,5,1
PRJ-2104,Install,Africa,ZA,4325968,6971868.71,1073242.82,1571066.82,5399210.82,8542935.54,1648,166,1814,Tier 2,3,3
PRJ-2105,Energy,North America,MX,991305,1752891.01,157035.63,184317.46,1148340.63,1937208.47,346,47,393,Tier 3,9,1
PRJ-2106,Service,Africa,ZA,611138,777998.8,182687.72,183126.51,793825.72,961125.31,991,4,995,Tier 4,8,6
PRJ-2107,Energy,Oceania,AU,3663281,4383459.3,107120.21,134761.65,3770401.21,4518220.96,951,51,1002,Tier 3,9,0
PRJ-2108,Energy,Europe,DE,3295687,5465727.36,170561.75,246838.54,3466248.75,5712565.9,772,26,798,Tier 3,5,3
PRJ-2109,Install,Oceania,AU,1065189,736752.48,46112.74,46345.25,1111301.74,783097.73,1653,330,1983,Tier 3,2,2
PRJ-2110,Install,South America,AR,4214804,2728712.42,223436.58,291774.44,4438240.58,3020486.86,509,89,598,Tier 3,10,3
PRJ-2111,Energy,Asia,CN,4564926,3111965.81,124789.18,153678.97,4689715.18,3265644.78,786,109,895,Tier 3,1,1
PRJ-2112,Energy,Africa,ZA,1867333,1333918.06,360522.18,514281.57,2227855.18,1848199.63,209,2,211,Tier 3,2,0
PRJ-2113,Service,Asia,CN,3624886,2981940.17,42141.39,53312.08,3667027.39,3035252.25,1114,216,1330,Tier 3,4,2
PRJ-2114,Energy,North America,US,1867245,1587346.69,102890.42,141709.48,1970135.42,1729056.17,145,28,173,Tier 3,4,4
PRJ-2115,Energy,Europe,DE,1319449,1604109.82,349555.04,443697.75,1669004.04,2047807.57,1744,338,2082,Tier 3,9,4
PRJ-2116,Service,Asia,CN,373077,333927.66,9284.72,11517.44,382361.72,345445.1,1005,124,1129,Tier 4,1,0
PRJ-2117,Install,Europe,DE,3224103,5434807.04,185244.56,243236.35,3409347.56,5678043.39,691,102,793,Tier 3,0,0
PRJ-2118,Energy,North America,US,3743504,3563545.17,683813.85,822578.51,4427317.85,4386123.68,1614,83,1697,Tier 3,5,3
PRJ-2119,Energy,Asia,CN,4526105,5467339.41,13965.98,14519.71,4540070.98,5481859.12,572,48,620,Tier 3,7,3
PRJ-2120,Install,Africa,ZA,4468622,2780830.72,756816.65,877317.89,5225438.65,3658148.61,1728,233,1961,Tier 2,5,0
PRJ-2121,Install,Africa,EG,2105234,2403448.66,43930.06,61414.34,2149164.06,2464863,519,77,596,Tier 3,10,3
PRJ-2122,Install,South America,BR,3133478,3843321.87,699119.81,874630.77,3832597.81,4717952.64,1825,139,1964,Tier 3,4,1
PRJ-2123,Service,Africa,EG,192761,151229.19,54351.63,59239.66,247112.63,210468.85,896,2,898,Tier 5,8,5
PRJ-2124,Install,South America,AR,3177521,3149362.96,428263.12,641294.58,3605784.12,3790657.54,1681,108,1789,Tier 3,9,3
PRJ-2125,Energy,Oceania,AU,4769107,4229530.26,672469.62,942638.5,5441576.62,5172168.76,1097,187,1284,Tier 2,5,5
PRJ-2126,Service,Europe,DE,4237015,6088630.11,72492.68,89054.1,4309507.68,6177684.21,851,28,879,Tier 3,4,0
PRJ-2127,Service,Europe,DE,1664426,1230844.52,40225.12,42325.75,1704651.12,1273170.28,1193,90,1283,Tier 3,6,4
PRJ-2128,Service,Oceania,AU,4664048,6846299.8,737884.27,882554.15,5401932.27,7728853.95,1024,140,1164,Tier 2,6,0
PRJ-2129,Install,South America,AR,2302113,4033895.47,211048.98,263008.42,2513161.98,4296903.89,1118,89,1207,Tier 3,10,7
PRJ-2130,Install,Oceania,AU,3128686,5030325.26,302309.88,345523.09,3430995.88,5375848.35,191,25,216,Tier 3,9,0
PRJ-2131,Energy,Africa,EG,681338,500053.42,147207.71,206823.91,828545.71,706877.33,55,10,65,Tier 4,4,0
PRJ-2132,Service,Europe,DE,3234389,4878425.81,361465.08,513771.81,3595854.08,5392197.62,1353,72,1425,Tier 3,0,0
PRJ-2133,Energy,Oceania,AU,4920068,7552358.34,629748.12,908614.47,5549816.12,8460972.81,1154,135,1289,Tier 2,9,6
PRJ-2134,Energy,Europe,DE,1770133,2850349.85,48979.07,65632.98,1819112.07,2915982.83,23,1,24,Tier 3,0,0
PRJ-2135,Install,Europe,DE,1631234,2146218.02,221993.76,225381.77,1853227.76,2371599.79,735,3,738,Tier 3,3,3
PRJ-2136,Install,North America,MX,3198367,4890195.06,375102.61,396603.75,3573469.61,5286798.81,1602,163,1765,Tier 3,9,9
PRJ-2137,Energy,Africa,EG,1344025,881479.4,389243.48,528092.07,1733268.48,1409571.47,261,3,264,Tier 3,6,3
PRJ-2138,Install,Oceania,NZ,2219070,2971489.79,118753.57,145572.24,2337823.57,3117062.02,652,60,712,Tier 3,6,0
PRJ-2139,Service,Oceania,NZ,3804864,6230414.09,978865.3,1294949.05,4783729.3,7525363.14,829,4,833,Tier 3,9,1
PRJ-2140,Energy,South America,BR,4569652,7790691,1235961.02,1756098.86,5805613.02,9546789.87,1695,89,1784,Tier 2,8,5
PRJ-2141,Install,Asia,CN,1144884,1077938.85,209348.85,244451.48,1354232.85,1322390.34,1592,36,1628,Tier 3,2,1
PRJ-2142,Service,Africa,ZA,2562354,2612487.69,176241.22,204614.19,2738595.22,2817101.88,1773,255,2028,Tier 3,3,3
PRJ-2143,Service,Oceania,NZ,2533387,3729236.33,370453.75,471203.21,2903840.75,4200439.54,884,143,1027,Tier 3,6,3
PRJ-2144,Service,North America,US,1570741,982494.63,197176.47,206755.82,1767917.47,1189250.45,1438,169,1607,Tier 3,8,3
PRJ-2145,Install,Oceania,AU,684351,691656.57,104681.9,130243.17,789032.9,821899.74,1300,132,1432,Tier 4,7,1
PRJ-2146,Install,Africa,EG,4008569,4501903.25,171288.95,189613.28,4179857.95,4691516.53,78,9,87,Tier 3,9,8
PRJ-2147,Service,North America,MX,2002453,3372948.28,110045,133671.28,2112498,3506619.55,723,19,742,Tier 3,2,1
PRJ-2148,Energy,South America,BR,1235247,1690110.52,63994.8,69189.33,1299241.8,1759299.85,161,25,186,Tier 3,5,2
PRJ-2149,Service,North America,MX,4481133,6768432.57,45517.23,55905.05,4526650.23,6824337.61,1573,129,1702,Tier 3,0,0
PRJ-2150,Install,North America,US,2339842,1674770.18,678215.87,691282.63,3018057.87,2366052.8,1490,97,1587,Tier 3,6,6
PRJ-2151,Install,North America,MX,925293,1415085.24,68082.79,89720.2,993375.79,1504805.43,1422,251,1673,Tier 4,2,2
PRJ-2152,Service,North America,MX,2489000,3185064.18,672735.01,870466.39,3161735.01,4055530.57,1420,21,1441,Tier 3,2,2
PRJ-2153,Install,Africa,EG,1107383,1919681.34,279877.81,287512.54,1387260.81,2207193.88,208,37,245,Tier 3,7,1
PRJ-2154,Service,North America,MX,4086330,6407392.11,20699.08,29873.31,4107029.08,6437265.42,751,39,790,Tier 3,7,5
PRJ-2155,Energy,South America,AR,2208748,3421467.71,467520.03,600622.33,2676268.03,4022090.03,753,128,881,Tier 3,5,2
PRJ-2156,Energy,Oceania,NZ,3212823,2235916.67,960547.49,1211019.93,4173370.49,3446936.6,181,29,210,Tier 3,6,1
PRJ-2157,Service,Africa,EG,4748544,6542831.73,68558.13,80806.76,4817102.13,6623638.5,1219,0,1219,Tier 3,0,0
PRJ-2158,Install,South America,AR,3793220,2324115.32,806351.77,902898.15,4599571.77,3227013.47,1728,205,1933,Tier 3,9,3
PRJ-2159,Energy,Europe,DE,3203203,2658837.87,194103.74,254445.99,3397306.74,2913283.86,568,32,600,Tier 3,1,0
PRJ-2160,Service,Africa,ZA,2113506,3396403.6,552289.37,821734.82,2665795.37,4218138.42,429,33,462,Tier 3,10,0
PRJ-2161,Energy,Asia,JP,3433784,2175841.74,873673.33,899121.21,4307457.33,3074962.95,1587,160,1747,Tier 3,7,2
PRJ-2162,Install,Africa,ZA,3332632,5712357.3,798992.69,1063445.08,4131624.69,6775802.38,404,41,445,Tier 3,2,0
PRJ-2163,Energy,Asia,JP,2991956,5109082.15,58930.79,60016.94,3050886.79,5169099.09,1759,163,1922,Tier 3,7,1
PRJ-2164,Install,North America,MX,4340184,3479665.95,921910.68,1209706.83,5262094.68,4689372.78,1323,244,1567,Tier 2,2,2
PRJ-2165,Energy,Asia,JP,695445,865927.89,124722.08,158007.35,820167.08,1023935.23,1048,93,1141,Tier 4,5,4
PRJ-2166,Install,Africa,ZA,4325398,6003814.24,775560.63,1103134.07,5100958.63,7106948.3,823,153,976,Tier 2,0,0
PRJ-2167,Service,Asia,CN,2300623,2381793.89,473645.09,625090.27,2774268.09,3006884.16,1728,127,1855,Tier 3,1,0
PRJ-2168,Energy,South America,AR,2667910,2471427.92,407123.59,560842.4,3075033.59,3032270.32,906,101,1007,Tier 3,3,3
PRJ-2169,Energy,Europe,FR,1974287,1630194.31,426043.1,550589.62,2400330.1,2180783.93,1497,89,1586,Tier 3,1,1
PRJ-2170,Service,Oceania,AU,4075011,6032977.73,904044.25,1041197.31,4979055.25,7074175.04,588,4,592,Tier 3,5,2
PRJ-2171,Service,Europe,DE,4131636,4355060.63,996570.15,1390540.04,5128206.15,5745600.67,1271,61,1332,Tier 2,10,7
PRJ-2172,Energy,Asia,CN,1991865,2660022.31,224144.87,272059.65,2216009.87,2932081.97,1210,232,1442,Tier 3,4,3
PRJ-2173,Install,South America,AR,3005017,2045689.88,24116.98,25115.43,3029133.98,2070805.31,179,14,193,Tier 3,9,3
PRJ-2174,Service,South America,AR,2222398,1432166.28,603965.8,623332.4,2826363.8,2055498.68,872,114,986,Tier 3,1,1
PRJ-2175,Service,Europe,DE,2050425,1482342.04,586850.07,713092.19,2637275.07,2195434.23,855,17,872,Tier 3,1,1
PRJ-2176,Install,Asia,CN,3565452,2228021.94,457314.25,468751.96,4022766.25,2696773.89,1361,194,1555,Tier 3,5,3
PRJ-2177,Energy,North America,US,2959141,3132246.01,166622.41,172061.73,3125763.41,3304307.74,1426,42,1468,Tier 3,8,8
PRJ-2178,Service,Oceania,NZ,2863856,3534231.8,792938.39,1117009.61,3656794.39,4651241.4,1387,257,1644,Tier 3,7,3
PRJ-2179,Service,Africa,EG,3422148,3983913.82,206188.24,298870.34,3628336.24,4282784.17,135,11,146,Tier 3,10,4
PRJ-2180,Install,South America,AR,704627,695884.77,46499.5,56907.23,751126.5,752792,1628,102,1730,Tier 4,10,4
PRJ-2181,Energy,Europe,DE,4572284,7511251.47,174264.68,257018.91,4746548.68,7768270.38,1480,234,1714,Tier 3,5,3
PRJ-2182,Energy,Africa,EG,1636111,2482784.32,304567.18,389850.61,1940678.18,2872634.93,1356,80,1436,Tier 3,5,0
PRJ-2183,Service,South America,AR,4979065,8873800.15,196479.24,219950.19,5175544.24,9093750.34,1657,66,1723,Tier 2,5,3
PRJ-2184,Energy,Europe,FR,2826630,3050180.77,715530.73,761640.93,3542160.73,3811821.7,1123,195,1318,Tier 3,10,2
PRJ-2185,Service,Asia,JP,3002517,4909661.63,326797.34,480059.17,3329314.34,5389720.79,170,12,182,Tier 3,1,1
PRJ-2186,Service,North America,MX,4434044,4655877.76,1042487.29,1297910.03,5476531.29,5953787.78,638,34,672,Tier 2,8,2
PRJ-2187,Install,Asia,JP,3308688,2567624.4,652448.74,771104.83,3961136.74,3338729.23,334,52,386,Tier 3,7,7
PRJ-2188,Service,South America,AR,1507201,1344110.33,118092.47,163482.22,1625293.47,1507592.55,1083,175,1258,Tier 3,3,1
PRJ-2189,Energy,North America,US,2417768,2868489.87,516244.71,559167.55,2934012.71,3427657.42,310,31,341,Tier 3,1,1
PRJ-2190,Energy,Asia,JP,1621142,2333159.61,393480.15,403093.54,2014622.15,2736253.16,1792,246,2038,Tier 3,8,2
PRJ-2191,Install,Oceania,AU,1516532,2168013.25,89877.57,129694.15,1606409.57,2297707.41,1790,279,2069,Tier 3,9,1
PRJ-2192,Energy,North America,US,2366810,3378073.35,39815.25,55074.97,2406625.25,3433148.32,1607,218,1825,Tier 3,2,1
PRJ-2193,Install,South America,BR,3536476,2246540.13,190314.87,243628.61,3726790.87,2490168.74,841,99,940,Tier 3,1,1
PRJ-2194,Install,Africa,EG,3956378,4801443.69,437085.13,472566.67,4393463.13,5274010.36,465,64,529,Tier 3,5,3
PRJ-2195,Energy,South America,BR,3363550,2257465.63,1007486.49,1059262.79,4371036.49,3316728.42,377,64,441,Tier 3,4,1
PRJ-2196,Energy,Europe,DE,4432594,5336062.43,135632.86,197675.65,4568226.86,5533738.09,65,12,77,Tier 3,1,0
PRJ-2197,Install,Asia,JP,3247557,4840206.52,772770.34,790550.15,4020327.34,5630756.67,1522,285,1807,Tier 3,2,2
PRJ-2198,Service,South America,AR,3967532,3779907.52,1161704.07,1524102.11,5129236.07,5304009.63,1079,120,1199,Tier 2,0,0
PRJ-2199,Install,Europe,DE,1351944,2252556.55,285757.18,308028.34,1637701.18,2560584.89,1378,25,1403,Tier 3,5,3
PRJ-2200,Service,Asia,JP,3501814,5400650.51,915190.18,1364800.76,4417004.18,6765451.27,1463,276,1739,Tier 3,0,0
PRJ-2201,Energy,Europe,DE,3865476,3165214.78,353274.92,496287.63,4218750.92,3661502.41,1519,206,1725,Tier 3,1,0
PRJ-2202,Service,South America,AR,3361144,3034244.33,50076.61,57645.79,3411220.61,3091890.12,339,27,366,Tier 3,0,0
PRJ-2203,Install,Africa,ZA,1989892,2214710.3,42969.26,57382.31,2032861.26,2272092.61,783,18,801,Tier 3,0,0
PRJ-2204,Service,Oceania,NZ,1591237,2749209.59,273116.28,299818.07,1864353.28,3049027.66,1702,312,2014,Tier 3,9,6
PRJ-2205,Install,North America,US,1122518,1628511.14,18651.36,21746.01,1141169.36,1650257.16,175,24,199,Tier 3,1,0
PRJ-2206,Install,Europe,DE,4594278,6030462.03,1370979.63,1521533.44,5965257.63,7551995.47,535,105,640,Tier 2,10,9
PRJ-2207,Install,South America,BR,3704432,3473275.93,310156.89,368129.52,4014588.89,3841405.45,1469,244,1713,Tier 3,8,0
